,Average Cost for two,Has Table booking,Has Online delivery,Price range,Aggregate rating
6624,100,No,No,1,3.0
6625,1400,Yes,No,3,3.2
6626,500,No,Yes,2,3.0
6627,400,No,No,1,3.3
6628,250,No,No,1,3.2
6629,700,No,Yes,2,2.9
6630,700,No,Yes,2,3.2
6631,600,No,Yes,2,3.1
6632,800,Yes,No,2,3.0
6633,500,No,Yes,2,3.1
6634,1100,No,Yes,3,3.4
6635,650,No,No,2,3.0
6636,1300,No,No,3,3.4
6637,700,No,No,2,3.2
6638,350,No,No,1,3.1
6639,100,No,No,1,3.1
6640,600,No,Yes,2,3.2
6641,700,No,No,2,3.2
6642,800,Yes,Yes,2,3.3
6643,750,No,Yes,2,3.4
6644,350,No,Yes,1,3.4
6645,600,No,Yes,2,2.6
6646,400,No,No,1,3.2
6647,550,No,No,2,3.3
6648,200,No,No,1,3.3
6649,300,No,No,1,3.0
6650,400,No,No,1,3.4
6651,500,No,Yes,2,2.7
6652,750,Yes,Yes,2,2.6
6653,300,No,No,1,3.2
6654,400,No,No,1,3.0
6655,1300,Yes,No,3,4.6
6656,1400,No,No,3,4.8
6657,150,No,Yes,1,4.7
6658,1500,Yes,No,3,4.5
6659,2000,Yes,No,4,4.6
6660,400,No,No,1,3.9
6661,100,No,No,1,3.8
6662,400,No,Yes,1,3.7
6663,1100,No,Yes,3,3.6
6664,550,No,No,2,3.8
6665,200,No,No,1,3.5
6666,1100,Yes,No,3,3.9
6667,1400,No,Yes,3,3.8
6668,1650,Yes,Yes,3,3.8
6669,1700,Yes,No,3,3.9
6670,1100,No,No,3,3.7
6671,700,No,No,2,3.5
6672,1300,Yes,Yes,3,3.7
6673,300,No,No,1,3.6
6674,400,No,Yes,1,3.9
6675,1700,Yes,No,3,3.5
6676,1250,Yes,Yes,3,3.7
6677,1250,Yes,Yes,3,3.8
6678,800,Yes,Yes,2,3.8
6679,1200,Yes,No,3,3.6
6680,1500,Yes,No,3,3.9
6681,2200,Yes,No,4,3.9
6682,2000,Yes,No,4,3.8
6683,500,No,Yes,2,3.7
6684,500,No,Yes,2,3.8
6685,550,No,Yes,2,3.7
6686,250,No,Yes,1,3.8
6687,800,Yes,No,2,3.6
6688,250,No,No,1,3.6
6689,700,No,Yes,2,3.7
6690,2000,Yes,Yes,4,3.8
6691,500,No,Yes,2,3.9
6692,1400,Yes,No,3,3.8
6693,1200,Yes,No,3,3.5
6694,500,No,Yes,2,3.6
6695,1600,Yes,Yes,3,3.6
6696,1300,Yes,Yes,3,3.8
6697,600,No,Yes,2,3.7
6698,1500,No,Yes,3,3.7
6700,600,No,Yes,2,2.2
6701,1400,No,No,3,4.1
6702,1500,Yes,Yes,3,4.2
6703,1000,Yes,No,3,4.0
6704,1350,Yes,Yes,3,4.0
6705,700,No,Yes,2,4.4
6706,800,Yes,No,2,4.4
6707,300,No,Yes,1,4.2
6708,1200,Yes,No,3,4.0
6709,1300,No,No,3,4.4
6710,800,No,Yes,2,4.3
6711,1100,Yes,No,3,4.4
6712,1500,No,No,3,4.1
6713,200,No,No,1,4.0
6714,1000,Yes,No,3,4.1
6715,1300,Yes,Yes,3,4.0
6716,700,No,No,2,4.1
6717,1300,No,No,3,4.2
6718,1200,Yes,Yes,3,4.1
6719,1000,No,No,3,4.0
6720,300,No,No,1,3.3
6721,300,No,No,1,3.0
6722,450,No,Yes,1,2.7
6723,200,No,No,1,3.3
6724,350,No,Yes,1,3.4
6725,550,No,Yes,2,3.4
6726,350,No,Yes,1,3.2
6727,550,No,Yes,2,2.7
6728,700,No,Yes,2,3.1
6729,700,No,No,2,3.3
6730,250,No,No,1,3.3
6731,500,No,Yes,2,3.1
6732,150,No,No,1,3.4
6733,500,No,Yes,2,3.4
6734,450,No,Yes,1,3.3
6735,1000,No,Yes,3,3.0
6736,400,No,No,1,3.3
6737,650,No,Yes,2,3.4
6738,450,No,Yes,1,3.2
6739,800,No,Yes,2,2.8
6740,1000,Yes,Yes,3,3.3
6741,150,No,Yes,1,3.4
6742,1000,Yes,Yes,3,2.6
6743,500,No,Yes,2,3.3
6744,400,No,No,1,3.1
6745,600,No,Yes,2,3.6
6746,400,No,No,1,3.5
6747,350,No,Yes,1,3.5
6748,700,No,No,2,3.5
6749,250,No,No,1,3.6
6750,250,No,No,1,3.5
6751,600,No,Yes,2,3.5
6752,400,No,No,1,3.8
6753,500,No,Yes,2,3.5
6754,800,Yes,Yes,2,3.5
6755,400,No,Yes,1,3.5
6756,500,No,Yes,2,3.8
6757,200,No,No,1,3.6
6758,700,No,Yes,2,3.8
6759,200,No,No,1,3.9
6760,250,No,No,1,3.5
6761,350,No,Yes,1,3.9
6762,400,No,Yes,1,3.5
6763,450,No,Yes,1,3.5
6764,550,No,Yes,2,2.3
6765,600,No,No,2,2.4
6766,1400,Yes,Yes,3,4.2
6767,250,No,Yes,1,4.2
6768,3700,No,No,4,2.9
6769,3000,Yes,No,4,3.6
6771,700,No,No,2,3.1
6772,500,No,No,2,3.2
6773,300,No,No,1,3.0
6774,250,No,No,1,2.6
6775,400,No,No,1,3.0
6776,300,No,No,1,3.3
6777,200,No,No,1,3.3
6778,500,No,Yes,2,3.4
6779,550,No,Yes,2,2.8
6780,750,No,No,2,2.5
6781,450,No,No,1,2.8
6782,700,No,No,2,3.0
6783,500,No,No,2,3.0
6784,300,No,No,1,2.9
6785,700,No,Yes,2,3.4
6786,500,No,No,2,3.1
6787,300,No,No,1,3.3
6788,800,No,Yes,2,2.6
6789,400,No,No,1,2.8
6790,500,No,Yes,2,3.3
6791,650,No,Yes,2,2.6
6792,300,No,No,1,2.9
6793,350,No,No,1,3.3
6794,300,No,No,1,3.1
6795,350,No,Yes,1,2.8
6796,600,No,Yes,2,3.1
6797,300,No,Yes,1,3.2
6798,500,No,Yes,2,2.7
6799,450,No,Yes,1,2.7
6800,500,No,No,2,3.3
6801,700,No,Yes,2,3.1
6802,350,No,No,1,3.4
6803,200,No,No,1,2.8
6804,400,No,No,1,3.0
6805,800,No,Yes,2,2.7
6806,400,No,No,1,2.7
6807,900,No,Yes,2,3.0
6808,600,No,Yes,2,2.8
6809,500,No,No,2,3.3
6810,500,No,Yes,2,2.9
6811,500,No,No,2,3.4
6812,600,No,No,2,3.0
6813,400,No,No,1,3.1
6814,600,No,No,2,3.0
6815,400,No,No,1,3.4
6816,500,No,No,2,3.3
6817,600,No,Yes,2,3.6
6818,1300,Yes,Yes,3,3.7
6819,500,No,Yes,2,3.5
6820,600,No,Yes,2,3.5
6821,600,No,Yes,2,3.6
6822,600,No,No,2,3.7
6823,400,No,Yes,1,3.5
6824,800,No,No,2,3.8
6825,1000,Yes,No,3,3.9
6826,1000,No,Yes,3,3.9
6827,600,No,No,2,3.7
6828,2300,Yes,No,4,3.7
6829,500,No,No,2,3.6
6830,600,No,Yes,2,3.6
6842,450,No,No,1,2.4
6843,500,No,No,2,2.3
6844,1200,Yes,No,3,4.2
6845,2000,Yes,Yes,4,4.3
6846,400,No,No,1,4.0
6847,800,No,Yes,2,4.0
6848,800,No,No,2,4.3
6849,1800,Yes,Yes,3,4.2
6850,900,Yes,Yes,2,4.1
6851,200,No,Yes,1,2.7
6852,100,No,No,1,2.8
6853,350,No,No,1,2.7
6854,500,No,Yes,2,2.7
6855,350,No,Yes,1,2.8
6856,300,No,No,1,2.7
6857,100,No,No,1,2.7
6858,450,No,No,1,3.1
6859,1000,No,No,3,2.9
6885,300,No,Yes,1,2.4
6886,250,No,No,1,3.0
6887,1300,Yes,Yes,3,3.3
6888,1500,Yes,No,3,3.0
6889,400,No,Yes,1,2.8
6890,700,No,Yes,2,3.4
6891,200,No,No,1,3.3
6892,600,No,No,2,2.8
6893,100,No,No,1,3.0
6894,600,No,Yes,2,2.7
6895,300,No,No,1,3.0
6896,150,No,No,1,3.2
6897,800,Yes,No,2,2.5
6898,1000,No,Yes,3,3.1
6899,300,No,No,1,3.2
6900,550,No,No,2,3.0
6901,700,No,No,2,2.9
6902,300,No,No,1,3.4
6903,700,No,No,2,3.2
6904,300,No,Yes,1,2.7
6905,750,No,Yes,2,3.9
6906,600,No,No,2,3.7
6907,500,No,No,2,3.7
6908,3000,Yes,No,4,3.6
6909,200,No,No,1,3.8
6910,200,No,No,1,3.7
6911,500,No,No,2,3.6
6912,1500,Yes,No,3,3.8
6917,600,No,Yes,2,2.1
6918,450,No,Yes,1,2.1
6919,350,No,Yes,1,4.4
6920,250,No,No,1,4.2
6921,1000,No,No,3,4.1
6922,2500,Yes,No,4,3.3
6923,2000,Yes,No,4,3.8
6924,700,No,No,2,3.7
6925,2000,Yes,No,4,4.0
6926,1700,No,No,3,4.1
6927,1800,Yes,No,3,4.1
6928,1500,No,No,3,4.1
6929,600,No,No,2,2.9
6930,100,No,No,1,3.0
6931,500,No,No,2,3.0
6932,700,No,Yes,2,2.6
6933,350,No,No,1,3.3
6934,350,No,No,1,2.8
6935,300,No,No,1,3.1
6936,200,No,No,1,3.2
6937,150,No,No,1,3.0
6938,600,No,No,2,3.0
6939,500,No,No,2,3.2
6940,400,No,No,1,3.5
6954,400,No,Yes,1,2.4
6955,650,No,Yes,2,3.2
6956,100,No,No,1,3.2
6957,150,No,No,1,2.7
6958,300,No,No,1,3.3
6959,100,No,No,1,3.7
6960,200,No,Yes,1,3.8
6968,250,No,No,1,2.6
6969,400,No,No,1,3.2
6970,700,No,No,2,3.4
6971,400,No,Yes,1,3.2
6972,300,No,No,1,2.7
6973,500,No,Yes,2,3.2
6974,450,No,No,1,3.3
6975,400,No,No,1,3.1
6976,500,No,No,2,2.6
6977,500,No,Yes,2,3.2
6978,300,No,No,1,3.4
6979,500,No,Yes,2,3.3
6980,350,No,No,1,3.0
6981,300,No,No,1,3.2
6982,300,No,No,1,3.3
6983,500,No,No,2,3.1
6984,600,No,No,2,3.3
6985,100,No,No,1,3.3
6986,450,No,No,1,2.9
6987,800,No,No,2,3.0
6988,300,No,No,1,3.2
6989,200,No,No,1,3.4
6990,300,No,No,1,2.5
6991,450,No,No,1,3.0
6992,250,No,No,1,3.0
6993,450,No,No,1,2.6
6994,800,No,No,2,3.1
6995,1200,No,No,3,3.0
6996,350,No,No,1,3.4
6997,600,No,No,2,4.7
6998,800,Yes,Yes,2,3.7
6999,1500,Yes,No,3,3.9
7000,350,No,No,1,3.5
7001,500,No,Yes,2,3.7
7002,600,No,Yes,2,3.5
7003,600,No,Yes,2,3.6
7004,500,No,No,2,3.8
7005,950,Yes,No,2,3.5
7006,600,No,Yes,2,3.8
7007,600,No,Yes,2,3.6
7008,300,No,No,1,3.9
7009,800,No,Yes,2,3.9
7010,600,No,Yes,2,3.6
7011,700,No,Yes,2,3.9
7012,800,Yes,Yes,2,3.9
7013,400,No,Yes,1,3.5
7014,300,No,Yes,1,3.7
7015,300,No,Yes,1,3.5
7016,100,No,No,1,3.9
7017,800,No,No,2,3.6
7018,750,Yes,Yes,2,3.9
7019,250,No,No,1,3.6
7020,700,No,Yes,2,3.7
7021,500,No,Yes,2,3.6
7022,800,No,Yes,2,3.7
7023,300,No,No,1,3.9
7024,800,No,No,2,3.9
7025,800,Yes,No,2,3.7
7026,550,No,No,2,3.6
7027,600,No,Yes,2,3.9
7028,1000,Yes,Yes,3,3.6
7029,150,No,Yes,1,3.7
7031,800,No,Yes,2,2.3
7032,350,No,Yes,1,2.2
7033,600,No,No,2,4.2
7034,400,No,Yes,1,4.1
7035,450,No,Yes,1,4.4
7036,600,No,No,2,4.0
7037,800,No,No,2,4.1
7038,600,No,No,2,4.0
7039,250,No,No,1,4.0
7040,650,No,Yes,2,4.0
7041,600,No,Yes,2,4.2
7042,600,No,Yes,2,4.2
7043,700,No,Yes,2,4.0
7044,650,No,Yes,2,4.2
7045,850,Yes,Yes,2,4.1
7046,500,No,No,2,4.1
7047,200,No,No,1,2.9
7048,600,No,No,2,3.1
7049,300,No,No,1,3.1
7050,600,No,No,2,3.4
7051,500,No,No,2,3.2
7052,700,No,Yes,2,2.6
7053,850,No,Yes,2,3.4
7054,1000,No,No,3,2.9
7055,550,No,Yes,2,2.5
7056,650,No,Yes,2,3.6
7057,400,No,No,1,3.6
7058,200,No,No,1,3.7
7059,800,No,No,2,3.9
7062,300,No,No,1,3.1
7063,600,No,Yes,2,3.4
7064,600,No,Yes,2,3.4
7065,250,No,No,1,3.4
7066,650,No,Yes,2,3.4
7067,2000,No,No,4,4.7
7068,650,No,No,2,3.6
7069,650,Yes,Yes,2,3.9
7070,1250,No,Yes,3,3.8
7071,1600,Yes,No,3,3.6
7072,1800,Yes,Yes,3,3.5
7073,400,No,No,1,3.9
7074,400,No,Yes,1,3.8
7075,600,No,Yes,2,3.7
7076,500,No,No,2,3.9
7077,700,No,No,2,3.9
7078,700,No,No,2,3.7
7079,700,No,No,2,3.6
7080,900,No,Yes,2,2.2
7081,2000,Yes,No,4,4.3
7082,500,No,No,2,4.2
7083,1500,Yes,No,3,4.0
7084,700,No,No,2,4.0
7085,350,No,Yes,1,4.0
7086,650,No,Yes,2,4.0
7087,1950,Yes,Yes,3,4.2
7088,200,No,No,1,2.8
7089,450,No,No,1,3.1
7090,100,No,No,1,2.9
7091,450,No,No,1,2.9
7092,150,No,No,1,2.7
7093,100,No,No,1,3.1
7094,300,No,No,1,3.0
7095,500,No,No,2,2.8
7096,100,No,No,1,2.9
7097,250,No,No,1,3.0
7098,300,No,No,1,2.9
7099,550,No,No,2,3.0
7100,400,No,No,1,3.3
7101,700,No,No,2,2.8
7102,100,No,No,1,2.9
7103,400,No,No,1,3.1
7104,300,No,No,1,3.0
7105,300,No,No,1,3.2
7106,600,No,No,2,3.3
7107,200,No,No,1,3.3
7108,300,No,No,1,3.3
7109,150,No,No,1,3.3
7110,250,No,No,1,3.4
7111,200,No,No,1,3.0
7112,350,No,No,1,2.7
7113,350,No,No,1,2.8
7114,300,No,No,1,2.8
7115,550,No,No,2,3.1
7116,450,No,No,1,2.8
7117,450,No,No,1,2.7
7118,400,No,No,1,3.0
7119,300,No,No,1,2.8
7120,550,No,No,2,2.9
7121,100,No,No,1,3.1
7122,150,No,No,1,3.2
7123,150,No,No,1,3.0
7124,200,No,No,1,2.9
7125,450,No,No,1,2.7
7126,600,No,No,2,2.9
7127,550,No,No,2,3.1
7128,300,No,No,1,3.5
7175,500,No,No,2,3.4
7176,700,Yes,Yes,2,2.6
7177,800,No,No,2,3.4
7178,650,No,Yes,2,3.2
7179,400,No,No,1,3.4
7180,1100,No,Yes,3,4.6
7181,1100,No,Yes,3,3.8
7182,1100,Yes,Yes,3,3.6
7183,700,No,Yes,2,3.5
7184,1200,Yes,Yes,3,3.8
7185,400,No,No,1,3.6
7186,1000,Yes,Yes,3,3.5
7187,800,No,Yes,2,3.6
7188,200,No,No,1,3.5
7189,600,No,No,2,3.7
7190,700,No,Yes,2,3.8
7191,700,No,Yes,2,2.3
7192,1000,No,Yes,3,4.2
7193,700,No,Yes,2,4.0
7194,700,No,Yes,2,4.0
7195,900,No,Yes,2,4.0
7196,1000,No,Yes,3,4.4
7197,1000,Yes,Yes,3,4.0
7198,500,No,Yes,2,4.2
7199,750,No,Yes,2,4.4
7200,1000,Yes,No,3,4.1
7201,300,No,No,1,3.3
7202,200,No,No,1,2.8
7203,450,No,No,1,2.9
7204,500,No,No,2,2.6
7205,200,No,No,1,3.0
7206,500,No,No,2,3.1
7207,450,No,No,1,2.9
7228,350,No,No,1,3.1
7229,400,No,No,1,2.7
7230,300,No,No,1,3.4
7231,250,No,No,1,3.0
7232,100,No,No,1,2.9
7233,300,No,No,1,3.4
7234,400,No,No,1,3.0
7235,200,No,No,1,3.2
7236,150,No,No,1,3.2
7237,450,No,No,1,3.1
7238,700,No,Yes,2,3.0
7239,200,No,No,1,3.2
7240,350,No,No,1,3.0
7241,700,No,No,2,3.0
7242,200,No,No,1,3.1
7243,400,No,No,1,3.3
7244,200,No,No,1,3.4
7245,400,No,No,1,3.1
7246,150,No,No,1,3.0
7247,500,No,No,2,2.7
7248,350,No,No,1,3.1
7249,300,No,No,1,3.2
7250,300,No,No,1,3.4
7251,150,No,No,1,2.9
7252,600,No,Yes,2,3.2
7253,400,No,No,1,3.1
7254,250,No,No,1,2.9
7255,250,No,No,1,2.8
7256,500,No,No,2,3.1
7257,400,No,No,1,3.0
7258,500,No,No,2,3.1
7259,200,No,No,1,3.1
7260,600,No,No,2,3.3
7261,350,No,No,1,2.8
7262,400,No,No,1,3.1
7263,500,No,Yes,2,2.6
7264,300,No,No,1,3.3
7265,450,No,Yes,1,2.6
7266,400,No,No,1,3.5
7267,200,No,No,1,3.5
7268,500,No,Yes,2,3.5
7269,200,No,Yes,1,3.5
7270,600,No,Yes,2,3.7
7271,450,No,No,1,3.8
7272,100,No,No,1,3.5
7294,350,No,Yes,1,4.0
7295,3500,Yes,No,4,3.4
7296,5000,Yes,No,4,3.7
7297,5000,Yes,No,4,3.9
7298,2000,Yes,No,4,4.1
7299,3800,Yes,No,4,4.3
7300,450,No,No,1,3.4
7301,700,No,No,2,2.8
7303,350,No,No,1,3.1
7304,4000,Yes,No,4,4.0
7305,3000,Yes,No,4,4.0
7306,3000,Yes,No,4,4.2
7307,700,No,No,2,2.5
7308,800,No,No,2,3.4
7309,500,No,No,2,3.3
7310,800,Yes,No,2,3.3
7311,500,No,Yes,2,2.6
7312,500,No,Yes,2,3.4
7313,150,No,No,1,3.9
7314,900,No,Yes,2,3.5
7319,600,No,No,2,2.3
7320,400,No,No,1,2.9
7321,100,No,Yes,1,2.9
7322,450,No,No,1,3.4
7323,250,No,No,1,3.2
7324,300,No,No,1,2.9
7325,500,No,No,2,3.1
7326,600,No,No,2,3.1
7327,700,No,No,2,2.9
7328,600,No,No,2,3.4
7329,600,No,No,2,3.1
7330,400,No,No,1,3.0
7331,600,No,Yes,2,3.2
7332,400,No,No,1,2.8
7333,600,No,No,2,2.8
7334,1200,Yes,No,3,2.7
7335,400,No,No,1,2.8
7336,150,No,No,1,3.1
7337,350,No,No,1,3.2
7338,2200,Yes,No,4,3.2
7339,350,No,Yes,1,3.8
7340,250,No,No,1,3.8
7341,100,No,No,1,3.6
7342,500,No,No,2,3.6
7343,600,No,No,2,3.8
7344,1100,No,No,3,3.5
7345,800,No,Yes,2,3.7
7346,450,No,Yes,1,3.5
7347,900,No,No,2,3.5
7348,500,No,Yes,2,3.6
7349,1500,Yes,Yes,3,3.6
7350,650,No,No,2,3.6
7351,1000,No,Yes,3,3.8
7359,1300,Yes,Yes,3,4.0
7360,800,No,Yes,2,4.1
7361,2500,Yes,No,4,3.3
7362,1200,Yes,No,3,3.6
7363,600,No,No,2,2.6
7364,400,No,Yes,1,2.9
7365,450,No,Yes,1,3.8
7366,700,No,No,2,3.7
7367,500,No,Yes,2,3.6
7368,350,No,No,1,3.2
7369,450,No,No,1,2.7
7370,850,Yes,Yes,2,2.5
7371,1100,Yes,No,3,3.2
7372,1250,Yes,No,3,3.3
7373,800,No,Yes,2,2.7
7374,1400,Yes,No,3,3.3
7375,250,No,No,1,3.0
7376,100,No,No,1,2.8
7377,600,No,No,2,3.1
7378,200,No,No,1,3.0
7379,400,No,No,1,3.2
7380,400,No,No,1,3.2
7381,200,No,No,1,3.3
7382,150,No,No,1,3.0
7383,250,No,No,1,3.3
7384,200,No,No,1,3.1
7385,350,No,No,1,2.9
7386,150,No,No,1,2.8
7387,300,No,No,1,3.0
7388,300,No,No,1,3.3
7389,150,No,No,1,3.1
7390,400,No,No,1,2.9
7391,600,No,No,2,3.1
7425,350,No,No,1,2.4
7426,600,No,Yes,2,3.3
7427,2200,Yes,No,4,3.6
7428,550,No,No,2,3.7
7429,700,No,No,2,3.6
7431,1800,Yes,Yes,3,4.0
7432,2200,No,No,4,4.0
7433,400,No,No,1,3.2
7434,400,No,Yes,1,3.2
7435,200,No,No,1,2.9
7436,250,No,No,1,3.0
7437,250,No,No,1,3.2
7438,600,No,Yes,2,3.0
7439,200,No,No,1,2.9
7440,200,No,No,1,2.9
7441,450,No,No,1,3.3
7442,400,No,Yes,1,3.4
7443,300,No,No,1,3.0
7444,100,No,No,1,3.0
7445,250,No,No,1,3.4
7446,600,No,No,2,3.0
7447,250,No,No,1,3.1
7448,1200,Yes,Yes,3,3.5
7449,1000,Yes,No,3,3.5
7450,600,No,Yes,2,3.5
7451,700,No,No,2,3.5
7452,500,No,No,2,3.8
7453,500,No,Yes,2,3.5
7469,1600,Yes,Yes,3,4.3
7470,3000,Yes,No,4,3.3
7471,3200,Yes,No,4,3.7
7472,2500,No,No,4,3.9
7473,800,Yes,No,2,3.3
7474,500,No,Yes,2,3.6
7475,1000,No,Yes,3,3.6
7476,500,No,No,2,3.1
7477,2200,Yes,No,4,3.2
7478,1600,No,No,3,3.2
7479,3600,Yes,No,4,3.7
7480,3700,Yes,No,4,3.6
7481,2500,Yes,No,4,4.4
7482,2000,No,No,4,3.1
7483,4100,No,No,4,3.5
7484,4300,Yes,No,4,3.9
7485,5000,Yes,No,4,3.8
7486,3600,Yes,No,4,3.7
7487,1000,No,No,3,3.7
7488,4500,Yes,No,4,4.3
7489,2650,Yes,No,4,3.3
7490,3200,Yes,No,4,3.6
7491,2000,Yes,No,4,3.2
7492,6000,Yes,No,4,3.2
7493,3000,Yes,No,4,3.3
7494,6000,Yes,No,4,3.9
7495,4000,Yes,No,4,3.7
7496,900,No,No,2,3.8
7497,5000,Yes,No,4,3.7
7498,2500,Yes,No,4,3.6
7499,6000,Yes,No,4,4.0
7500,1000,Yes,Yes,3,3.0
7501,900,Yes,No,2,3.3
7502,250,No,No,1,3.4
7503,300,No,No,1,2.9
7504,700,No,No,2,2.8
7505,800,Yes,Yes,2,3.5
7507,500,No,Yes,2,1.9
7508,900,No,No,2,3.3
7509,1600,Yes,No,3,3.2
7510,4500,Yes,No,4,3.4
7511,3000,No,No,4,3.5
7512,5100,Yes,No,4,3.7
7513,4500,Yes,No,4,3.9
7514,5000,No,No,4,3.7
7515,4500,Yes,No,4,3.6
7516,2700,Yes,No,4,3.9
7517,2650,Yes,No,4,3.6
7518,3500,Yes,No,4,3.6
7519,3500,Yes,No,4,4.0
7520,4000,Yes,No,4,3.9
7521,5000,Yes,No,4,3.8
7522,5500,Yes,No,4,3.9
7523,3500,No,No,4,3.7
7524,2000,No,No,4,3.6
7525,400,No,No,1,2.9
7526,3000,Yes,No,4,3.8
7527,3000,Yes,No,4,3.3
7528,3500,Yes,No,4,3.3
7529,4500,Yes,No,4,3.8
7530,3000,Yes,No,4,3.1
7531,900,No,No,2,3.3
7532,4400,No,No,4,3.6
7533,2500,Yes,No,4,3.7
7534,5000,No,No,4,3.1
7535,2500,No,No,4,3.8
7536,5000,No,No,4,3.9
7537,4200,Yes,No,4,3.6
7538,6000,Yes,No,4,3.9
7539,5500,Yes,No,4,4.0
7540,4500,Yes,No,4,4.2
7541,2000,Yes,No,4,3.7
7542,4000,Yes,No,4,3.5
7543,8000,Yes,No,4,4.0
7544,1500,No,No,3,4.0
7545,3000,Yes,No,4,3.2
7546,2500,Yes,No,4,3.0
7547,500,No,No,2,3.0
7548,1700,Yes,Yes,3,3.6
7549,1600,Yes,No,3,3.8
7550,2500,Yes,No,4,4.1
7552,100,No,No,1,2.9
7553,250,No,No,1,2.7
7554,450,No,No,1,2.9
7555,200,No,No,1,3.1
7556,150,No,No,1,3.1
7557,150,No,No,1,2.9
7558,300,No,Yes,1,3.0
7559,350,No,No,1,3.1
7560,350,No,No,1,2.9
7561,300,No,No,1,3.0
7562,300,No,No,1,2.9
7563,350,No,No,1,3.0
7564,350,No,No,1,3.2
7565,300,No,No,1,3.3
7566,150,No,No,1,3.0
7567,350,No,No,1,2.6
7568,500,No,No,2,3.0
7569,250,No,No,1,2.9
7570,100,No,No,1,3.4
7571,550,No,No,2,3.0
7572,200,No,No,1,3.1
7573,150,No,No,1,3.2
7574,150,No,No,1,3.2
7575,300,No,No,1,2.9
7576,300,No,No,1,3.0
7577,150,No,No,1,3.5
7578,300,No,Yes,1,3.5
7613,800,No,No,2,3.7
7614,750,No,No,2,3.4
7615,500,No,Yes,2,3.6
7616,700,No,Yes,2,4.2
7617,350,No,Yes,1,2.9
7618,700,No,No,2,3.6
7619,500,No,No,2,3.7
7620,400,No,No,1,3.8
7621,400,No,Yes,1,2.3
7622,200,No,Yes,1,3.1
7623,100,No,No,1,2.8
7624,250,No,No,1,2.9
7625,500,No,Yes,2,2.9
7626,200,No,No,1,3.0
7627,200,No,Yes,1,2.8
7628,350,No,No,1,2.7
7629,250,No,No,1,2.9
7630,300,No,Yes,1,2.7
7631,700,No,No,2,2.5
7632,300,No,No,1,3.1
7633,100,No,No,1,3.0
7634,300,No,No,1,3.1
7635,150,No,No,1,3.3
7636,300,No,No,1,3.1
7637,300,No,No,1,3.0
7638,100,No,No,1,3.1
7639,150,No,No,1,3.0
7640,300,No,Yes,1,3.1
7641,350,No,Yes,1,3.2
7642,500,No,Yes,2,2.7
7643,200,No,No,1,3.0
7644,200,No,No,1,2.8
7645,400,No,No,1,3.0
7646,50,No,No,1,2.8
7647,50,No,No,1,2.8
7648,250,No,No,1,2.9
7649,300,No,No,1,3.0
7650,400,No,No,1,2.8
7651,300,No,No,1,2.8
7652,200,No,No,1,3.0
7653,400,No,Yes,1,2.7
7654,200,No,No,1,2.9
7655,650,No,Yes,2,2.8
7680,400,No,Yes,1,2.4
7681,450,No,No,1,2.6
7682,300,No,No,1,2.6
7683,1200,Yes,No,3,2.7
7684,700,No,No,2,3.4
7685,200,No,No,1,2.9
7686,400,No,No,1,3.3
7687,250,No,No,1,3.4
7688,450,No,No,1,2.8
7689,600,No,No,2,3.4
7690,250,No,Yes,1,3.0
7691,400,No,No,1,2.8
7692,1200,Yes,Yes,3,2.6
7693,250,No,No,1,2.5
7694,500,No,Yes,2,2.5
7695,1500,Yes,Yes,3,2.7
7696,600,No,No,2,2.9
7697,600,No,Yes,2,2.5
7698,500,No,Yes,2,3.6
7699,350,No,Yes,1,3.9
7700,350,No,No,1,3.5
7701,350,No,No,1,2.3
7702,600,No,Yes,2,2.4
7703,1000,Yes,Yes,3,2.2
7704,1000,No,Yes,3,2.4
7705,1500,Yes,No,3,2.4
7706,900,Yes,Yes,2,2.0
7707,600,No,Yes,2,3.4
7708,1100,No,Yes,3,3.0
7709,600,No,Yes,2,2.8
7710,2200,Yes,No,4,3.3
7711,350,No,Yes,1,3.7
7712,650,No,Yes,2,3.8
7713,850,No,Yes,2,3.8
7714,1000,No,Yes,3,3.9
7715,1000,No,Yes,3,3.8
7716,900,Yes,Yes,2,3.8
7717,900,Yes,Yes,2,3.8
7718,800,No,Yes,2,3.7
7719,800,No,Yes,2,3.5
7720,900,Yes,Yes,2,3.5
7721,950,No,Yes,2,3.9
7722,1500,Yes,Yes,3,3.6
7723,650,No,Yes,2,3.8
7724,1000,No,Yes,3,3.8
7725,700,No,Yes,2,3.7
7727,700,No,Yes,2,4.2
7728,650,No,Yes,2,4.1
7729,900,No,Yes,2,4.2
7730,800,No,Yes,2,2.9
7731,700,No,No,2,2.8
7732,600,No,No,2,3.3
7733,650,No,Yes,2,3.3
7734,500,No,Yes,2,2.5
7735,750,No,Yes,2,3.9
7736,600,No,Yes,2,3.9
7737,500,No,Yes,2,3.6
7738,850,Yes,Yes,2,3.7
7739,350,No,Yes,1,3.2
7740,650,No,Yes,2,3.3
7741,150,No,No,1,3.3
7742,150,No,No,1,3.1
7743,400,No,No,1,3.4
7744,900,Yes,No,2,2.9
7745,250,No,No,1,3.1
7746,1500,No,Yes,3,2.8
7747,350,No,No,1,3.3
7748,300,No,Yes,1,2.7
7749,150,No,No,1,3.1
7750,600,No,No,2,3.1
7751,400,No,Yes,1,3.2
7752,300,No,Yes,1,3.3
7753,700,No,Yes,2,2.8
